"Federal Provider Number","Provider Name","Provider Address","Provider City","Provider State","Provider Zip Code","Penalty Date","Penalty Type","Fine Amount","Payment Denial Start Date","Payment Denial Length in Days","Location","Processing Date"
"675748","HERITAGE TRAILS NURSING AND REHABILITATION CENTER","301 LINCOLN PARK DR","CLEBURNE","TX","76033","2018-06-21","Payment Denial",,"2018-07-24","8","301 LINCOLN PARK DR,CLEBURNE,TX,76033","2020-11-01"
"675754","TRAYMORE NURSING CENTER","4315 HOPKINS AVE","DALLAS","TX","75209","2019-10-03","Fine","17460",,,"4315 HOPKINS AVE,DALLAS,TX,75209","2020-11-01"
"675755","WINDSOR PLACE","507 E W M WATSON BLVD","DAINGERFIELD","TX","75638","2019-04-15","Fine","11278",,,"507 E W M WATSON BLVD,DAINGERFIELD,TX,75638","2020-11-01"
"675755","WINDSOR PLACE","507 E W M WATSON BLVD","DAINGERFIELD","TX","75638","2019-07-01","Fine","13905",,,"507 E W M WATSON BLVD,DAINGERFIELD,TX,75638","2020-11-01"
"675764","SPRING BRANCH TRANSITIONAL CARE CENTER","1615 HILLENDAHL RD","HOUSTON","TX","77055","2018-05-07","Payment Denial",,"2018-06-05","23","1615 HILLENDAHL RD,HOUSTON,TX,77055","2020-11-01"
"675777","PARKWAY PLACE","1321 PARK BAYOU DR","HOUSTON","TX","77077","2019-04-18","Fine","8258",,,"1321 PARK BAYOU DR,HOUSTON,TX,77077","2020-11-01"
"675779","MARINE CREEK NURSING AND REHABILITATION LP","3600 ANGLE AVE","FORT WORTH","TX","76106","2018-04-12","Fine","6893",,,"3600 ANGLE AVE,FORT WORTH,TX,76106","2020-11-01"
"675779","MARINE CREEK NURSING AND REHABILITATION LP","3600 ANGLE AVE","FORT WORTH","TX","76106","2018-04-12","Payment Denial",,"2018-05-11","21","3600 ANGLE AVE,FORT WORTH,TX,76106","2020-11-01"
"675779","MARINE CREEK NURSING AND REHABILITATION LP","3600 ANGLE AVE","FORT WORTH","TX","76106","2019-10-03","Fine","13556",,,"3600 ANGLE AVE,FORT WORTH,TX,76106","2020-11-01"
"675783","THE VILLA AT MOUNTAIN VIEW","2918 DUNCANVILLE RD","DALLAS","TX","75211","2018-09-27","Fine","8066",,,"2918 DUNCANVILLE RD,DALLAS,TX,75211","2020-11-01"
"675789","ARDEN WOOD","8810 LONG POINT DR","HOUSTON","TX","77055","2018-02-01","Fine","14696",,,"8810 LONG POINT DR,HOUSTON,TX,77055","2020-11-01"
"675789","ARDEN WOOD","8810 LONG POINT DR","HOUSTON","TX","77055","2018-02-01","Payment Denial",,"2018-03-23","51","8810 LONG POINT DR,HOUSTON,TX,77055","2020-11-01"
"675789","ARDEN WOOD","8810 LONG POINT DR","HOUSTON","TX","77055","2018-08-13","Fine","20127",,,"8810 LONG POINT DR,HOUSTON,TX,77055","2020-11-01"
"675789","ARDEN WOOD","8810 LONG POINT DR","HOUSTON","TX","77055","2018-08-13","Payment Denial",,"2018-10-13","33","8810 LONG POINT DR,HOUSTON,TX,77055","2020-11-01"
"675789","ARDEN WOOD","8810 LONG POINT DR","HOUSTON","TX","77055","2019-09-13","Payment Denial",,"2019-10-12","5","8810 LONG POINT DR,HOUSTON,TX,77055","2020-11-01"
"675789","ARDEN WOOD","8810 LONG POINT DR","HOUSTON","TX","77055","2019-12-19","Payment Denial",,"2020-01-25","17","8810 LONG POINT DR,HOUSTON,TX,77055","2020-11-01"
"675791","ARDEN PLACE","7633 BELLFORT","HOUSTON","TX","77061","2018-06-07","Fine","30865",,,"7633 BELLFORT,HOUSTON,TX,77061","2020-11-01"
"675791","ARDEN PLACE","7633 BELLFORT","HOUSTON","TX","77061","2018-08-31","Fine","8775",,,"7633 BELLFORT,HOUSTON,TX,77061","2020-11-01"
"675801","GILMER NURSING AND REHABILITATION LP","703 TITUS STREET","GILMER","TX","75644","2018-03-15","Fine","26627",,,"703 TITUS STREET,GILMER,TX,75644","2020-11-01"
"675809","WESTRIDGE NURSING AND REHABILITATION LP","1241 WESTRIDGE AVE","LANCASTER","TX","75146","2018-05-16","Payment Denial",,"2018-08-16","7","1241 WESTRIDGE AVE,LANCASTER,TX,75146","2020-11-01"
"675811","VICTORIA GARDENS OF FRISCO","10700 ROLATER DR","FRISCO","TX","75035","2019-06-21","Payment Denial",,"2019-09-21","93","10700 ROLATER DR,FRISCO,TX,75035","2020-11-01"
"675812","WHISPERING PINES NURSING AND REHAB","910 S BEECH ST","WINNSBORO","TX","75494","2019-05-09","Fine","103047",,,"910 S BEECH ST,WINNSBORO,TX,75494","2020-11-01"
"675814","ARBOR GRACE OF KILGORE","2700 S HENDERSON BLVD","KILGORE","TX","75662","2017-11-30","Fine","11415",,,"2700 S HENDERSON BLVD,KILGORE,TX,75662","2020-11-01"
"675814","ARBOR GRACE OF KILGORE","2700 S HENDERSON BLVD","KILGORE","TX","75662","2019-08-16","Fine","8855",,,"2700 S HENDERSON BLVD,KILGORE,TX,75662","2020-11-01"
"675817","FT WORTH SOUTHWEST NURSING CENTER","5300 ALTA MESA BLVD","FORT WORTH","TX","76133","2018-02-03","Fine","207058",,,"5300 ALTA MESA BLVD,FORT WORTH,TX,76133","2020-11-01"
"675817","FT WORTH SOUTHWEST NURSING CENTER","5300 ALTA MESA BLVD","FORT WORTH","TX","76133","2018-02-03","Payment Denial",,"2018-03-03","30","5300 ALTA MESA BLVD,FORT WORTH,TX,76133","2020-11-01"
"675817","FT WORTH SOUTHWEST NURSING CENTER","5300 ALTA MESA BLVD","FORT WORTH","TX","76133","2018-10-06","Fine","18439",,,"5300 ALTA MESA BLVD,FORT WORTH,TX,76133","2020-11-01"
"675817","FT WORTH SOUTHWEST NURSING CENTER","5300 ALTA MESA BLVD","FORT WORTH","TX","76133","2018-10-06","Payment Denial",,"2018-11-02","19","5300 ALTA MESA BLVD,FORT WORTH,TX,76133","2020-11-01"
"675819","PARK MANOR OF SOUTH BELT","11902 RESOURCE PKWY","HOUSTON","TX","77089","2018-03-09","Fine","8648",,,"11902 RESOURCE PKWY,HOUSTON,TX,77089","2020-11-01"
"675820","THE LENNWOOD NURSING AND REHABILITATION","8017 W VIRGINIA DR","DALLAS","TX","75237","2018-03-12","Fine","29599",,,"8017 W VIRGINIA DR,DALLAS,TX,75237","2020-11-01"
"675820","THE LENNWOOD NURSING AND REHABILITATION","8017 W VIRGINIA DR","DALLAS","TX","75237","2018-03-12","Payment Denial",,"2018-04-10","27","8017 W VIRGINIA DR,DALLAS,TX,75237","2020-11-01"
"675821","MADISONVILLE CARE CENTER","411 E COLLARD","MADISONVILLE","TX","77864","2017-12-13","Fine","6500",,,"411 E COLLARD,MADISONVILLE,TX,77864","2020-11-01"
"675840","ARDEN PLACE OF RICHLAND HILLS","7146 BAKER BLVD","RICHLAND HILLS","TX","76118","2018-04-12","Fine","9428",,,"7146 BAKER BLVD,RICHLAND HILLS,TX,76118","2020-11-01"
"675840","ARDEN PLACE OF RICHLAND HILLS","7146 BAKER BLVD","RICHLAND HILLS","TX","76118","2018-04-12","Payment Denial",,"2018-05-10","15","7146 BAKER BLVD,RICHLAND HILLS,TX,76118","2020-11-01"
"675842","MI CASITA NURSING AND REHABIITATION CENTER","2400 QUAKER AVE","LUBBOCK","TX","79410","2018-12-13","Fine","21601",,,"2400 QUAKER AVE,LUBBOCK,TX,79410","2020-11-01"
"675847","WINTERS HEALTHCARE RESIDENCE","506 VAN NESS","WINTERS","TX","79567","2018-07-20","Fine","10175",,,"506 VAN NESS,WINTERS,TX,79567","2020-11-01"
"675847","WINTERS HEALTHCARE RESIDENCE","506 VAN NESS","WINTERS","TX","79567","2018-07-20","Payment Denial",,"2018-08-18","14","506 VAN NESS,WINTERS,TX,79567","2020-11-01"
"675848","FOCUSED CARE AT WEBSTER","17231 MILL FOREST","WEBSTER","TX","77598","2018-08-10","Payment Denial",,"2018-09-07","17","17231 MILL FOREST,WEBSTER,TX,77598","2020-11-01"
"675849","FOCUSED CARE AT BURNET BAY","3921 N MAIN","BAYTOWN","TX","77521","2018-06-06","Fine","9428",,,"3921 N MAIN,BAYTOWN,TX,77521","2020-11-01"
"675849","FOCUSED CARE AT BURNET BAY","3921 N MAIN","BAYTOWN","TX","77521","2019-08-16","Fine","27924",,,"3921 N MAIN,BAYTOWN,TX,77521","2020-11-01"
"675849","FOCUSED CARE AT BURNET BAY","3921 N MAIN","BAYTOWN","TX","77521","2019-08-16","Payment Denial",,"2019-10-12","9","3921 N MAIN,BAYTOWN,TX,77521","2020-11-01"
"675850","COASTAL PALMS NURSING & REHABILITATION","221 CEDAR DR","PORTLAND","TX","78374","2017-11-20","Fine","32338",,,"221 CEDAR DR,PORTLAND,TX,78374","2020-11-01"
"675851","GEORGIA MANOR NURSING HOME","2611 W 46TH AVE","AMARILLO","TX","79110","2018-01-30","Fine","13458",,,"2611 W 46TH AVE,AMARILLO,TX,79110","2020-11-01"
"675856","WHITESBORO HEALTH AND REHABILITATION CENTER","1204 SHERMAN DR","WHITESBORO","TX","76273","2017-11-14","Fine","22100",,,"1204 SHERMAN DR,WHITESBORO,TX,76273","2020-11-01"
"675857","WILLIAM R COURTNEY TEXAS STATE VETERANS HOME","1424 MARTIN LUTHER KING JR LN","TEMPLE","TX","76504","2019-09-26","Fine","11210",,,"1424 MARTIN LUTHER KING JR LN,TEMPLE,TX,76504","2020-11-01"
"675878","COUNTRY TRAILS WELLNESS & REHABILITATION CENTER","1638 VZ CR 1803","GRAND SALINE","TX","75140","2019-07-11","Fine","24076",,,"1638 VZ CR 1803,GRAND SALINE,TX,75140","2020-11-01"
"675881","FOCUSED CARE AT PECOS","1819 MEMORIAL DR","PECOS","TX","79772","2019-03-01","Fine","49647",,,"1819 MEMORIAL DR,PECOS,TX,79772","2020-11-01"
"675881","FOCUSED CARE AT PECOS","1819 MEMORIAL DR","PECOS","TX","79772","2019-03-01","Payment Denial",,"2019-03-26","13","1819 MEMORIAL DR,PECOS,TX,79772","2020-11-01"
"675881","FOCUSED CARE AT PECOS","1819 MEMORIAL DR","PECOS","TX","79772","2020-01-16","Fine","11941",,,"1819 MEMORIAL DR,PECOS,TX,79772","2020-11-01"
"675883","SOUTHEAST NURSING & REHABILITATION CENTER","4302 E SOUTHCROSS BLVD","SAN ANTONIO","TX","78222","2019-03-01","Fine","62016",,,"4302 E SOUTHCROSS BLVD,SAN ANTONIO,TX,78222","2020-11-01"
"675888","REUNION PLAZA HEALTHCARE & REHABILITATION","1401 RICE RD","TYLER","TX","75703","2019-06-06","Fine","9190",,,"1401 RICE RD,TYLER,TX,75703","2020-11-01"
"675896","RIVER CITY CARE CENTER","921 NOLAN ST","SAN ANTONIO","TX","78202","2019-01-21","Fine","121291",,,"921 NOLAN ST,SAN ANTONIO,TX,78202","2020-11-01"
"675896","RIVER CITY CARE CENTER","921 NOLAN ST","SAN ANTONIO","TX","78202","2019-01-21","Payment Denial",,"2019-02-19","21","921 NOLAN ST,SAN ANTONIO,TX,78202","2020-11-01"
"675897","FRANKLIN NURSING HOME","700 HEARNE ST","FRANKLIN","TX","77856","2018-08-21","Fine","12678",,,"700 HEARNE ST,FRANKLIN,TX,77856","2020-11-01"
"675905","ARDEN PLACE OF GRAPEVINE","1500 AUTUMN DR","GRAPEVINE","TX","76051","2018-11-28","Fine","13452",,,"1500 AUTUMN DR,GRAPEVINE,TX,76051","2020-11-01"
"675905","ARDEN PLACE OF GRAPEVINE","1500 AUTUMN DR","GRAPEVINE","TX","76051","2018-11-28","Payment Denial",,"2018-12-27","53","1500 AUTUMN DR,GRAPEVINE,TX,76051","2020-11-01"
"675907","TRINITY NURSING AND REHABILITATION OF DIBOLL LP","900 S TEMPLE DR","DIBOLL","TX","75941","2019-04-19","Fine","24476",,,"900 S TEMPLE DR,DIBOLL,TX,75941","2020-11-01"
"675907","TRINITY NURSING AND REHABILITATION OF DIBOLL LP","900 S TEMPLE DR","DIBOLL","TX","75941","2019-06-18","Fine","7296",,,"900 S TEMPLE DR,DIBOLL,TX,75941","2020-11-01"
"675907","TRINITY NURSING AND REHABILITATION OF DIBOLL LP","900 S TEMPLE DR","DIBOLL","TX","75941","2019-06-18","Payment Denial",,"2019-09-18","3","900 S TEMPLE DR,DIBOLL,TX,75941","2020-11-01"
"675909","INDIAN OAKS LIVING CENTER","415 INDIAN OAKS DR","HARKER HEIGHTS","TX","76548","2017-11-03","Fine","7023",,,"415 INDIAN OAKS DR,HARKER HEIGHTS,TX,76548","2020-11-01"
"675916","ARLINGTON VILLAS REHABILITATION AND HEALTHCARE CEN","2601 W RANDOL MILL RD","ARLINGTON","TX","76012","2018-04-19","Fine","13627",,,"2601 W RANDOL MILL RD,ARLINGTON,TX,76012","2020-11-01"
"675928","SIENNA NURSING AND REHABILITATION LP","2510 W 8TH STREET","ODESSA","TX","79763","2019-09-30","Fine","85788",,,"2510 W 8TH STREET,ODESSA,TX,79763","2020-11-01"
"675928","SIENNA NURSING AND REHABILITATION LP","2510 W 8TH STREET","ODESSA","TX","79763","2019-09-30","Payment Denial",,"2019-10-29","27","2510 W 8TH STREET,ODESSA,TX,79763","2020-11-01"
"675932","ARBOR TERRACE HEALTHCARE CENTER","609 RIO CONCHO DR","SAN ANGELO","TX","76903","2018-08-06","Fine","13328",,,"609 RIO CONCHO DR,SAN ANGELO,TX,76903","2020-11-01"
"675932","ARBOR TERRACE HEALTHCARE CENTER","609 RIO CONCHO DR","SAN ANGELO","TX","76903","2019-08-15","Fine","27810",,,"609 RIO CONCHO DR,SAN ANGELO,TX,76903","2020-11-01"
"675932","ARBOR TERRACE HEALTHCARE CENTER","609 RIO CONCHO DR","SAN ANGELO","TX","76903","2019-11-22","Fine","3318",,,"609 RIO CONCHO DR,SAN ANGELO,TX,76903","2020-11-01"
"675936","PONDEROSA NURSING AND REHABILITATION CENTER","12520 FM 1840","DE KALB","TX","75559","2019-01-03","Fine","13627",,,"12520 FM 1840,DE KALB,TX,75559","2020-11-01"
"675942","TOWERS NURSING HOME","372 HILL ROAD","SMITHVILLE","TX","78957","2019-08-14","Fine","7287",,,"372 HILL ROAD,SMITHVILLE,TX,78957","2020-11-01"
"675946","TLC EAST NURSING AND REHABILITATION","1511 MARLANDWOOD RD","TEMPLE","TX","76502","2017-11-05","Fine","24576",,,"1511 MARLANDWOOD RD,TEMPLE,TX,76502","2020-11-01"
"675948","PARK PLACE MANOR INC","810 E 13TH AVE","BELTON","TX","76513","2017-11-15","Fine","10482",,,"810 E 13TH AVE,BELTON,TX,76513","2020-11-01"
"675949","THE WATERTON AT COWHORN CREEK","5524 COWHORN CREEK","TEXARKANA","TX","75503","2018-04-13","Fine","79000",,,"5524 COWHORN CREEK,TEXARKANA,TX,75503","2020-11-01"
"675949","THE WATERTON AT COWHORN CREEK","5524 COWHORN CREEK","TEXARKANA","TX","75503","2018-06-12","Fine","8125",,,"5524 COWHORN CREEK,TEXARKANA,TX,75503","2020-11-01"
"675949","THE WATERTON AT COWHORN CREEK","5524 COWHORN CREEK","TEXARKANA","TX","75503","2018-06-12","Payment Denial",,"2018-07-12","11","5524 COWHORN CREEK,TEXARKANA,TX,75503","2020-11-01"
"675949","THE WATERTON AT COWHORN CREEK","5524 COWHORN CREEK","TEXARKANA","TX","75503","2019-07-10","Fine","9888",,,"5524 COWHORN CREEK,TEXARKANA,TX,75503","2020-11-01"
"675958","CHRISTIAN CARE CENTER","1008 CITIZENS TRAIL","TEXARKANA","TX","75501","2019-03-20","Fine","109149",,,"1008 CITIZENS TRAIL,TEXARKANA,TX,75501","2020-11-01"
"675958","CHRISTIAN CARE CENTER","1008 CITIZENS TRAIL","TEXARKANA","TX","75501","2019-03-20","Payment Denial",,"2019-04-18","20","1008 CITIZENS TRAIL,TEXARKANA,TX,75501","2020-11-01"
"675960","CASTLE PINES HEALTH AND REHABILITATION","2414 W FRANK AVE","LUFKIN","TX","75904","2019-12-16","Fine","13905",,,"2414 W FRANK AVE,LUFKIN,TX,75904","2020-11-01"
"675961","REGENCY VILLAGE","409 W GREEN","WEBSTER","TX","77598","2019-07-26","Fine","21300",,,"409 W GREEN,WEBSTER,TX,77598","2020-11-01"
"675961","REGENCY VILLAGE","409 W GREEN","WEBSTER","TX","77598","2019-07-26","Payment Denial",,"2019-08-23","28","409 W GREEN,WEBSTER,TX,77598","2020-11-01"
"675963","NORTH POINTE NURSING AND REHABILITATION LP","7804 VIRGIL ANTHONY BLVD","WATAUGA","TX","76148","2018-03-30","Fine","8775",,,"7804 VIRGIL ANTHONY BLVD,WATAUGA,TX,76148","2020-11-01"
"675963","NORTH POINTE NURSING AND REHABILITATION LP","7804 VIRGIL ANTHONY BLVD","WATAUGA","TX","76148","2018-03-30","Payment Denial",,"2018-04-28","20","7804 VIRGIL ANTHONY BLVD,WATAUGA,TX,76148","2020-11-01"
"675964","MRC CREEKSIDE","1433 VETERANS MEMORIAL PARKWAY","HUNTSVILLE","TX","77340","2018-02-01","Fine","11053",,,"1433 VETERANS MEMORIAL PARKWAY,HUNTSVILLE,TX,77340","2020-11-01"
"675969","SETTLERS RIDGE CARE CENTER","1280 SETTLERS RIDGE RD","CELINA","TX","75009","2018-12-21","Fine","25846",,,"1280 SETTLERS RIDGE RD,CELINA,TX,75009","2020-11-01"
"675975","VILLAGE CREEK REHABILITATION AND NURSING CENTER","705 N MAIN ST","LUMBERTON","TX","77657","2019-11-07","Fine","7963",,,"705 N MAIN ST,LUMBERTON,TX,77657","2020-11-01"
"675976","WINFIELD REHAB & NURSING","1108 E LOOP 304","CROCKETT","TX","75835","2018-01-11","Fine","73783",,,"1108 E LOOP 304,CROCKETT,TX,75835","2020-11-01"
"675981","MINEOLA HEIGHTS HEALTHCARE CENTRE","716 MIMOSA STREET","MINEOLA","TX","75773","2018-11-06","Fine","15017",,,"716 MIMOSA STREET,MINEOLA,TX,75773","2020-11-01"
"675985","FOCUSED CARE AT MIDLAND","2000 N MAIN","MIDLAND","TX","79705","2019-09-24","Fine","7157",,,"2000 N MAIN,MIDLAND,TX,79705","2020-11-01"
"675986","PARK MANOR OF CYPRESS STATION","420 LANTERN BEND DR","HOUSTON","TX","77090","2019-10-11","Fine","12015",,,"420 LANTERN BEND DR,HOUSTON,TX,77090","2020-11-01"
"675986","PARK MANOR OF CYPRESS STATION","420 LANTERN BEND DR","HOUSTON","TX","77090","2019-10-11","Payment Denial",,"2019-11-09","40","420 LANTERN BEND DR,HOUSTON,TX,77090","2020-11-01"
"675991","PARK MANOR OF HUMBLE","19424 MCKAY DR","HUMBLE","TX","77338","2018-07-23","Fine","7901",,,"19424 MCKAY DR,HUMBLE,TX,77338","2020-11-01"
"675995","SENIOR CARE HEALTH & REHABILITATION CENTER-DENTON","2244 BRINKER RD","DENTON","TX","76208","2019-02-06","Fine","45195",,,"2244 BRINKER RD,DENTON,TX,76208","2020-11-01"
"675996","COLUMBUS OAKS HEALTHCARE COMMUNITY","300 NORTH ST","COLUMBUS","TX","78934","2018-11-01","Fine","41506",,,"300 NORTH ST,COLUMBUS,TX,78934","2020-11-01"
"675998","LEGACY AT TOWN CREEK","2212 W REAGAN ST","PALESTINE","TX","75801","2019-01-22","Fine","7673",,,"2212 W REAGAN ST,PALESTINE,TX,75801","2020-11-01"
"675998","LEGACY AT TOWN CREEK","2212 W REAGAN ST","PALESTINE","TX","75801","2019-06-13","Fine","13905",,,"2212 W REAGAN ST,PALESTINE,TX,75801","2020-11-01"
"675999","ST JAMES HOUSE OF BAYTOWN","5800 W BAKER RD","BAYTOWN","TX","77520","2018-02-07","Payment Denial",,"2018-03-09","35","5800 W BAKER RD,BAYTOWN,TX,77520","2020-11-01"
"676003","AZLE MANOR HEALTH CARE AND REHABILITATION","721 DUNAWAY LN","AZLE","TX","76020","2018-02-13","Fine","10000",,,"721 DUNAWAY LN,AZLE,TX,76020","2020-11-01"
"676004","THE HILLS NURSING & REHABILITATION","201 E THOMPSON ST","DECATUR","TX","76234","2018-01-05","Fine","8125",,,"201 E THOMPSON ST,DECATUR,TX,76234","2020-11-01"
"676005","PARK PLACE NURSING & REHABILITATION CENTER","2450 E FIFTH ST","TYLER","TX","75701","2018-06-14","Fine","7023",,,"2450 E FIFTH ST,TYLER,TX,75701","2020-11-01"
"676006","RICHMOND HEALTH CARE CENTER","705 JACKSON ST","RICHMOND","TX","77469","2018-09-13","Fine","11053",,,"705 JACKSON ST,RICHMOND,TX,77469","2020-11-01"
"676006","RICHMOND HEALTH CARE CENTER","705 JACKSON ST","RICHMOND","TX","77469","2019-02-06","Fine","7296",,,"705 JACKSON ST,RICHMOND,TX,77469","2020-11-01"
"676007","WILLOW REHAB & NURSING","1901 WHIPPOORWILL","KILGORE","TX","75662","2018-08-01","Fine","13627",,,"1901 WHIPPOORWILL,KILGORE,TX,75662","2020-11-01"
"676012","MYSTIC PARK NURSING & REHABILITATION CENTER","8503 MYSTIC PARK","SAN ANTONIO","TX","78254","2017-11-21","Fine","185377",,,"8503 MYSTIC PARK,SAN ANTONIO,TX,78254","2020-11-01"
"676016","LEONARD MANOR NURSING AND REHABILITATION LP","902 E HACKBERRY ST","LEONARD","TX","75452","2019-04-18","Fine","3318",,,"902 E HACKBERRY ST,LEONARD,TX,75452","2020-11-01"
"676017","RANGER CARE CENTER","460 W MAIN ST","RANGER","TX","76470","2017-11-07","Fine","13585",,,"460 W MAIN ST,RANGER,TX,76470","2020-11-01"
"676019","LAMPSTAND NURSING AND REHABILITATION","2001 E 29TH ST","BRYAN","TX","77802","2017-11-18","Fine","51478",,,"2001 E 29TH ST,BRYAN,TX,77802","2020-11-01"
"676019","LAMPSTAND NURSING AND REHABILITATION","2001 E 29TH ST","BRYAN","TX","77802","2018-07-30","Fine","7543",,,"2001 E 29TH ST,BRYAN,TX,77802","2020-11-01"
"676021","CLAREWOOD HOUSE EXTENDED CARE CENTER","7400 CLAREWOOD DR","HOUSTON","TX","77036","2019-06-27","Fine","7807",,,"7400 CLAREWOOD DR,HOUSTON,TX,77036","2020-11-01"
"676021","CLAREWOOD HOUSE EXTENDED CARE CENTER","7400 CLAREWOOD DR","HOUSTON","TX","77036","2019-06-27","Payment Denial",,"2019-07-30","1","7400 CLAREWOOD DR,HOUSTON,TX,77036","2020-11-01"
"676025","AUTUMN LEAVES NURSING AND REHAB INC","321 KILGORE DRIVE","HENDERSON","TX","75652","2019-05-07","Fine","7157",,,"321 KILGORE DRIVE,HENDERSON,TX,75652","2020-11-01"
"676025","AUTUMN LEAVES NURSING AND REHAB INC","321 KILGORE DRIVE","HENDERSON","TX","75652","2019-10-17","Payment Denial",,"2019-11-14","31","321 KILGORE DRIVE,HENDERSON,TX,75652","2020-11-01"
"676036","VISTA RIDGE NURSING & REHABILITATION CENTER","700 E VISTA RIDGE MALL DR","LEWISVILLE","TX","75067","2020-02-05","Fine","13556",,,"700 E VISTA RIDGE MALL DR,LEWISVILLE,TX,75067","2020-11-01"
"676045","BRENTWOOD TERRACE HEALTHCARE AND REHABILITATION","2885 STILLHOUSE ROAD","PARIS","TX","75460","2017-12-14","Fine","13627",,,"2885 STILLHOUSE ROAD,PARIS,TX,75460","2020-11-01"
"676045","BRENTWOOD TERRACE HEALTHCARE AND REHABILITATION","2885 STILLHOUSE ROAD","PARIS","TX","75460","2018-10-03","Fine","7800",,,"2885 STILLHOUSE ROAD,PARIS,TX,75460","2020-11-01"
"676051","BRIARCLIFF SKILLED NURSING FACILITY","4054 NORTHWEST LOOP","CARTHAGE","TX","75633","2018-11-14","Fine","32588",,,"4054 NORTHWEST LOOP,CARTHAGE,TX,75633","2020-11-01"
"676059","PARK MANOR OF WESTCHASE","11910 RICHMOND AVE","HOUSTON","TX","77082","2018-11-21","Fine","8769",,,"11910 RICHMOND AVE,HOUSTON,TX,77082","2020-11-01"
"676059","PARK MANOR OF WESTCHASE","11910 RICHMOND AVE","HOUSTON","TX","77082","2019-01-25","Fine","10451",,,"11910 RICHMOND AVE,HOUSTON,TX,77082","2020-11-01"
"676059","PARK MANOR OF WESTCHASE","11910 RICHMOND AVE","HOUSTON","TX","77082","2019-01-25","Payment Denial",,"2019-02-23","14","11910 RICHMOND AVE,HOUSTON,TX,77082","2020-11-01"
"676059","PARK MANOR OF WESTCHASE","11910 RICHMOND AVE","HOUSTON","TX","77082","2019-11-05","Fine","8587",,,"11910 RICHMOND AVE,HOUSTON,TX,77082","2020-11-01"
"676060","AMBROSIO GUILLEN TEXAS STATE VETERANS HOME","9650 KENWORTHY ST","EL PASO","TX","79924","2018-07-30","Fine","27701",,,"9650 KENWORTHY ST,EL PASO,TX,79924","2020-11-01"
"676066","THE CONCIERGE","2310 SOUTH ELDRIDGE PARKWAY","HOUSTON","TX","77077","2019-12-04","Fine","7287",,,"2310 SOUTH ELDRIDGE PARKWAY,HOUSTON,TX,77077","2020-11-01"
"676066","THE CONCIERGE","2310 SOUTH ELDRIDGE PARKWAY","HOUSTON","TX","77077","2019-12-04","Payment Denial",,"2020-01-02","43","2310 SOUTH ELDRIDGE PARKWAY,HOUSTON,TX,77077","2020-11-01"
"676096","BAYBROOKE VILLAGE CARE AND REHAB CENTER","8300 ELDORADO PKWY WEST","MCKINNEY","TX","75070","2019-06-07","Fine","36646",,,"8300 ELDORADO PKWY WEST,MCKINNEY,TX,75070","2020-11-01"
"676100","SAN ANGELO NURSING AND REHAB","5455 KNICKERBOCKER RD","SAN ANGELO","TX","76904","2018-08-17","Payment Denial",,"2018-09-14","46","5455 KNICKERBOCKER RD,SAN ANGELO,TX,76904","2020-11-01"
"676101","KINDRED TRANSITIONAL CARE AND REHABILITATION-RIDGM","6600 LANDS END COURT","FORT WORTH","TX","76116","2018-04-20","Fine","6500",,,"6600 LANDS END COURT,FORT WORTH,TX,76116","2020-11-01"
"676101","KINDRED TRANSITIONAL CARE AND REHABILITATION-RIDGM","6600 LANDS END COURT","FORT WORTH","TX","76116","2018-04-20","Payment Denial",,"2018-05-19","48","6600 LANDS END COURT,FORT WORTH,TX,76116","2020-11-01"
"676105","THE PLAZA AT LUBBOCK","4910 EMORY","LUBBOCK","TX","79416","2019-07-23","Fine","13905",,,"4910 EMORY,LUBBOCK,TX,79416","2020-11-01"
"676111","THE BUCKINGHAM","8580 WOODWAY DRIVE","HOUSTON","TX","77063","2018-11-08","Fine","10805",,,"8580 WOODWAY DRIVE,HOUSTON,TX,77063","2020-11-01"
"676112","CRESTVIEW COURT","224 W PLEASANT RUN RD","CEDAR HILL","TX","75104","2018-09-15","Fine","8778",,,"224 W PLEASANT RUN RD,CEDAR HILL,TX,75104","2020-11-01"
"676125","WINDSOR ATRIUM","1814 ATRIUM PLACE","HARLINGEN","TX","78550","2019-05-10","Fine","6633",,,"1814 ATRIUM PLACE,HARLINGEN,TX,78550","2020-11-01"
